original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,definition,roots,en_hypernyms,concept,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words
klimanationalismus,nationalismus,"['nationalismen', 'nationalismus']",nationalismus,m,"['klimanationalismen', 'klimanationalismus']","['völkische Gesinnung', 'Nationalbewusstsein', 'Nationalismus', 'Vaterlandsliebe', 'Nationalgefühl', 'Nationalstolz', 'Jingoismus', 'Patriotismus', 'Staatsgesinnung', 'Volkstümelei']",[],"['das Streben nach nationaler Unabhängigkeit, das von Menschen unter fremder Herrschaft empfunden wird']",[],"['aspiration', 'ambition', 'dream', 'desire', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,[],[],nationalismu,nationalismu,nationalism,nationalismus,,,,,,[]
klimanonsens,nonsens,"['nonsens', 'nonsenses']",nonsens,m,"['klimanonsens', 'klimanonsenses']","['Jux', 'Döneken', 'Eselei', 'Spaß', 'Schote', 'Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Posse', 'Krampf', 'Käse', 'Schmu', 'Schabernack', 'Blech', 'Quatsch mit Soße', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Hanswurstiade', 'Scheiße', 'Unfug', 'Pipifax', 'Schnurre', 'Schnack', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Ulk', 'Nonsense', 'lustiger Streich', 'Eulenspiegelei', 'Kappes', 'Spass', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'Unsinn', 'Jokus', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Drolerie', 'Schildbürgerstreich', 'Tinnef', 'Bockmist', 'Fez', 'Humbug', 'dummes Zeug', 'saudummes Zeug', 'Flachs', 'Mist', 'Pillepalle', 'Clownerie', 'Scheiß', 'Papperlapapp', 'Schnurrpfeiferei', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['eine komische Begebenheit oder eine Reihe von Begebenheiten', 'unsinniges Gerede oder Schreiben']","['Tiefe', 'Tiefsinn']","['play', 'fun', 'sport', 'humour', 'humor', 'wittiness', 'wit', 'witticism', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",action,[],[],non,nonsen,nons,nons,,,,,,[]
klimanotfall,notfall,"['notfällen', 'notfalles', 'notfälle', 'notfalls', 'notfall', 'notfalle']",notfall,m,"['klimanotfällen', 'klimanotfalles', 'klimanotfälle', 'klimanotfalls', 'klimanotfall', 'klimanotfalle']","['Notfall', 'Notlage', 'Notsituation']",[],['eine schlechte oder schwierige Situation oder Lage'],[],"['situation', 'difficultness', 'difficulty', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['notlage'],['notlage'],notfall,notfal,notfal,notfall,,,,,,['notlage']
klimanotlage,notlage,"['notlagen', 'notlage']",notlage,f,"['klimanotlagen', 'klimanotlage']","['Not', 'missliche Situation', 'Elend', 'Notlage', 'da brennt die Hütte', 'Schwulität', 'Holland in Not', 'Misslichkeit', 'Verlegenheit', 'Schwulibus', 'verzwickte Situation', '(in der) Patsche', 'da brennt der Baum', 'Notfall', 'Notstand', 'Verdrückung', 'Ausnahmezustand', 'Leid', 'Klemme', 'Schwierigkeit', 'Ausnahmesituation', 'Matthäi am Letzten', 'schwierige Situation', 'Bredouille', 'Notsituation', '(in der) Tinte', 'Bedrängnis', 'Krisensituation']",[],"['eine schlechte oder schwierige Situation oder Lage', 'ein Zustand des Unwohlseins aufgrund von Leid oder Unglück', None, 'ein Zustand oder eine Situation, die man kaum bewältigen kann und die große Anstrengungen erfordert, um sie zu ertragen oder zu überwinden']",[],"['situation', 'difficultness', 'difficulty', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['notfall'],['notfall'],notlag,notlag,notl,notlag,,,,,,['notfall']
klimanotstandsregierung,notstandsregierung,"['notstandsregierung', 'notstandsregierungen']",notstandsregierung,f,"['klimanotstandsregierung', 'klimanotstandsregierungen']",[],[],[],[],,,[],[],notstandsregierung,notstandsregierung,notstandsregierung,notstandsregier,,,,,,[]
klimaorthodoxie,orthodoxie,['orthodoxie'],orthodoxie,f,['klimaorthodoxie'],"['Rechtgläubigkeit', 'Orthodoxie', 'reine Lehre', 'Strenggläubigkeit']",[],"['die Eigenschaft, orthodox zu sein (insbesondere in der Religion)']",[],"['unoriginality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,[],[],orthodoxie,orthodoxi,orthodoxy,orthodoxi,,,,,,[]
klimapanik,panik,"['panik', 'paniken']",panik,f,"['klimapanik', 'klimapaniken']","['Heidenangst', 'Herzensangst', 'Höllenangst', 'große Angst', 'Grausen', 'Himmelangst', 'Panik']","['Beklemmung', 'Unbehagen', 'Besorgnis', 'Manschetten', 'Furcht', 'Bedrohungsgefühl', 'Flattermann', 'Fracksausen', 'Muffensausen', 'Gedanken', 'Unausgeglichenheit', 'Muffe', 'Sorge', 'Missbehagen', 'Unruhe', 'Bammel', 'Angst', 'Beklommenheit', 'Bedenken', 'Schiss', 'Angstgefühl', 'Befürchtung', 'Scheu']",['plötzliche massive Angst und Beunruhigung vor erwarteten Ereignissen'],"['Befürchtung', 'Beklemmung', 'Scheu', 'Muffensausen', 'Manschetten', 'Schiss', 'Sorge', 'Angst', 'Flattermann', 'Fracksausen', 'Angstgefühl', 'Bedrohungsgefühl', 'Bedenken', 'Beklommenheit', 'Bammel', 'Furcht', 'Muffe', 'Unruhe', 'Unbehagen', 'Besorgnis', 'Unausgeglichenheit', 'Missbehagen', 'Sorge', 'Gedanken']","['anxiety', 'anxiousness', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,[],[],panik,panik,panik,panik,,,,,,[]
klimapanikmache,panikmache,['panikmache'],panikmache,f,['klimapanikmache'],"['Hysteriesierung', 'Angstmacherei', 'Panikmache']",[],[None],[],[],,[],[],panikmach,panikmach,panikmach,panikmach,,,,,,[]
klimapapst,papst,"['papstes', 'papste', 'päpsten', 'papsts', 'päpste', 'papst']",papst,m,"['klimapapstes', 'klimapapste', 'klimapäpsten', 'klimapapsts', 'klimapäpste', 'klimapapst']","['Kirchenoberhaupt', 'Pontifex Maximus', 'Papst', 'Gottes Stellvertreter', 'Stellvertreter Gottes', 'Seine Heiligkeit', 'Heiliger Vater', 'Bischof von Rom', 'Nachfolger Petri', 'Kirchenfürst', 'Stellvertreter Christi auf Erden', 'Pontifex', 'Eure Heiligkeit']",[],['das Oberhaupt der römisch-katholischen Kirche'],[],"['Catholic', 'Christian', 'religious person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'Catholic', 'Christian', 'religious person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'spiritual leader', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'spiritual leader', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,[],[],pap,papst,papst,papst,,,,,"['papst', 'päpstin']","['papst', 'päpstin']"
klimaparadies,paradies,"['paradiesen', 'paradieses', 'paradies', 'paradiese']",paradies,n,"['klimaparadiesen', 'klimaparadieses', 'klimaparadies', 'klimaparadiese']","['Leben nach dem Tod', 'Idyll', 'Oase', 'Paradies', 'Himmelreich', 'Erholungsort', 'Idylle', 'Rückzugsstätte', 'Paradies auf Erden', 'Refugium', 'Rückzugsort', 'Garten Eden', 'Himmel', 'heile Welt', 'Jenseits', 'Insel der Seligen', 'Eden']","['Herrschaftsgebiet', 'Lebensdauer', 'Reich', 'Nutzungsdauer', 'Imperium', 'Herrschaftsbereich']","['Leben nach dem Tod', 'ein Schutzraum, der als Ort der Sicherheit oder der Zuflucht dient']","['Bezirk', 'Kreis', 'Landstrich', 'Ausschnitt', 'Bereich', 'Stück', 'Abschnitt', 'Fragment', 'Fetzen', 'Teil', 'Bruchstück', 'Stückchen', 'Segment', 'Teilbereich', 'Unvollendetes', 'Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Ausschnitt', 'Bereich', 'Stück', 'Abschnitt', 'Fragment', 'Fetzen', 'Teil', 'Bruchstück', 'Stückchen', 'Segment', 'Teilbereich', 'Unvollendetes', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['life', 'lifespan', 'life-time', 'lifetime', 'period', 'time period', 'period of time', 'fundamental measure', 'fundamental quantity', 'measure', 'amount', 'quantity', 'abstraction', 'abstract entity', 'entity']",action,[],[],paradie,paradi,parady,paradi,,,,,,[]
klimapflicht,pflicht,"['pflichten', 'pflicht']",pflicht,f,"['klimapflichten', 'klimapflicht']","['Agenda', 'Verbindlichkeit', 'Schuldigkeit', 'Obliegenheit', 'Pflicht', 'Verpflichtung']",[],"['was getan werden muss, was von einem verlangt oder erwartet wird']",[],"['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,[],[],pflich,pflicht,pflicht,pflicht,,,,,,[]
klimaplanwirtschaft,planwirtschaft,"['planwirtschaften', 'planwirtschaft']",planwirtschaft,f,"['klimaplanwirtschaften', 'klimaplanwirtschaft']","['Planwirtschaft', 'Zentralplanwirtschaft', 'Zentralverwaltungswirtschaft', 'Kommandowirtschaft']",[],"['eine nicht marktwirtschaftliche Wirtschaft, in der staatliche Eingriffe bei der Zuweisung von Gütern und Ressourcen und der Festlegung von Preisen eine wichtige Rolle spielen']",[],"['non-market economy', 'economy', 'economic system', 'system', 'scheme', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",action,[],[],planwirtschaf,planwirtschaft,planwirtschaft,planwirtschaft,,,,,,[]
klimapolemik,polemik,"['polemik', 'polemiken']",polemik,f,"['klimapolemik', 'klimapolemiken']","['unsachlicher Angriff', 'Polemik', 'scharfe Kritik']",[],['eine Kontroverse (insbesondere über einen Glauben oder ein Dogma)'],[],"['tilt', 'contention', 'disceptation', 'argument', 'contestation', 'controversy', 'arguing', 'disputation', 'conflict', 'difference', 'dispute', 'difference of opinion', 'disagreement', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,[],[],polemik,polemik,polemik,polem,,,,,,[]
klimapopulismus,populismus,['populismus'],populismus,m,['klimapopulismus'],"['Populismus', 'Lufthoheit über die Stammtische', 'gesunde Volksempfinden', 'populistische Parolen']","['Haltung', 'Auffassung vom Leben', 'Grundeinstellung', 'Einstellung zu', 'Philosophie', 'Mentalität']","['die politische Doktrin, die die Rechte und Befugnisse des einfachen Volkes in seinem Kampf gegen die privilegierte Elite unterstützt']","['Haltung', 'Grundeinstellung', 'Auffassung vom Leben', 'Philosophie', 'Einstellung zu', 'Mentalität']","['philosophy', 'ism', 'school of thought', 'doctrine', 'philosophical system', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,[],[],populismu,populismu,populism,populismus,,,,,,[]
klimaprediger,prediger,"['predigern', 'predigers', 'prediger']",prediger,m,"['klimapredigern', 'klimapredigers', 'klimaprediger']","['Pfarrer', 'Mann Gottes', 'Gottesmann', 'Priester', 'Pfaffe', 'Schwarzrock', 'Prediger', 'Pastor']",[],"['eine Person, die befugt ist, religiöse Gottesdienste zu halten']",[],"['reverend', 'clergyman', 'man of the cloth', 'spiritual leader', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'reverend', 'clergyman', 'man of the cloth', 'spiritual leader', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,[],['demagoge'],predig,predig,predig,predig,,,,,,['demagoge']
klimapresse,presse,"['presse', 'pressen']",presse,f,"['klimapresse', 'klimapressen']","['Lohnschreiber', 'Journalisten', 'Medienleute', 'Schmock(s)', 'Presse', 'Verdichter', 'Zeitungswesen', 'Medienmeute', 'Medienvertreter', 'Zeitungsleute', 'Journaille', 'Printmedien', 'schreibende Zunft', 'Blattmacher']","['Dringlichkeit', 'Aktualität', 'Brisanz']","['ein hohes Möbelstück, das Stauraum für Kleidung bietet; hat eine Tür und Schienen oder Haken zum Aufhängen von Kleidung', 'ein Medium zur Verbreitung von Druckerzeugnissen', 'die Printmedien, die für die Sammlung und Veröffentlichung von Nachrichten in Form von Zeitungen oder Zeitschriften zuständig sind']","['Dringlichkeit', 'Brisanz', 'Aktualität', 'Dringlichkeit', 'Brisanz', 'Aktualität']","['piece of furniture', 'article of furniture', 'furniture', 'furnishing', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,[],[],press,press,press,press,,,,,,[]
klimaprofessor,professor,"['professor', 'professoren', 'professors']",professor,m,"['klimaprofessor', 'klimaprofessoren', 'klimaprofessors']","['Professor', 'Prof', 'Hochschulprofessor']",[],"['jemand, der Mitglied des Lehrkörpers einer Hochschule oder Universität ist']",[],"['academic', 'academician', 'faculty member', 'pedagog', 'educator', 'pedagogue', 'professional', 'professional person', 'grownup', 'adult', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'academic', 'academician', 'faculty member', 'pedagog', 'educator', 'pedagogue', 'professional', 'professional person', 'grownup', 'adult', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,[],[],professor,professor,profess,professor,,,,,,[]
klimaprofiteur,profiteur,"['profiteur', 'profiteuren', 'profiteure', 'profiteurs']",profiteur,m,"['klimaprofiteur', 'klimaprofiteuren', 'klimaprofiteure', 'klimaprofiteurs']","['Aasgeier', 'Profiteur', 'Parasit', 'Schinder', 'Profitmacher', 'Sklaventreiber', 'Leuteschinder', 'Hyäne', 'Blutsauger', 'Ausbeuter', 'Nutznießer', 'Halsabschneider']","['User', 'Benützer', 'Benutzer', 'Computer-Nutzer', 'Anwender', 'Nutzer']","['jemand, der übermäßige Gewinne erzielt (insbesondere bei knappen Gütern)', 'ein Aufseher von Sklaven bei der Arbeit']","['jemand', 'irgendjemand', 'jeder beliebige']","['capitalist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'capitalist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,[],[],profiteur,profiteur,profit,profiteur,,,,,,[]
klimapropaganda,propaganda,['propaganda'],propaganda,f,['klimapropaganda'],"['Volksverhetzung', 'Agitation', 'Propaganda', 'Volksverführung', 'Täuschung', 'Volksverdummung', 'Demagogie', 'Vernebelung der Gehirne', 'Manipulation', 'Hetze']","['Versäumnis', 'Unterlassung', 'Versäumung', 'Nichteinhaltung']","['eine irreführende Unwahrheit', 'leidenschaftliche Appelle an die Vorurteile und Gefühle der Bevölkerung']","['Nichteinhaltung', 'Versäumnis', 'Unterlassung', 'Versäumung']","['falsehood', 'untruth', 'falsity', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",action,[],[],propaganda,propaganda,propagand,propaganda,,,"['propaganda', 'propagandist']",,"['propaganda', 'propagandafilm']","['propaganda', 'propagandist', 'propaganda', 'propagandafilm']"
klimapropagandafilm,propagandafilm,"['propagandafilmes', 'propagandafilme', 'propagandafilm', 'propagandafilmen', 'propagandafilms']",propagandafilm,m,"['klimapropagandafilmes', 'klimapropagandafilme', 'klimapropagandafilm', 'klimapropagandafilmen', 'klimapropagandafilms']",[],[],[],[],,,[],[],propagandafilm,propagandafilm,propagandafilm,propagandafilm,,,,,"['propagandafilm', 'propagandist']","['propagandafilm', 'propagandist']"
klimapropagandist,propagandist,"['propagandist', 'propagandisten']",propagandist,m,"['klimapropagandist', 'klimapropagandisten']","['Zeitschriftenwerber', 'Straßenhändler', 'Straßenverkäufer', 'Promoter', 'Propagandist', 'Werber', 'Aboverkäufer', 'Drücker']","['Verticker', 'kaufmännischer Angestellter', 'Verkäuferin', 'kaufmännischer Mitarbeiter', 'Verkäufer', 'Kaufmann']","['jemand, der sich aufdrängt oder vordrängt', 'eine Person, die Botschaften verbreitet, um eine Sache oder eine Regierung zu unterstützen']","['Verkäufer', 'kaufmännischer Mitarbeiter', 'kaufmännischer Angestellter', 'Verticker', 'Kaufmann', 'Verkäuferin']","['interloper', 'trespasser', 'intruder', 'entrant', 'traveler', 'traveller', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'interloper', 'trespasser', 'intruder', 'entrant', 'traveler', 'traveller', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'interloper', 'trespasser', 'intruder', 'persona non grata', 'unwelcome person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'interloper', 'trespasser', 'intruder', 'persona non grata', 'unwelcome person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,[],[],propagandi,propagandist,propagand,propagandist,,,"['propaganda', 'propagandist']",,"['propagandist', 'propagandafilm']","['propaganda', 'propagandist', 'propagandist', 'propagandafilm']"
klimaprotestler,protestler,"['protestlern', 'protestlers', 'protestler']",protestler,m,"['klimaprotestlern', 'klimaprotestlers', 'klimaprotestler']","['Demonstrierender', 'Protestierende', 'Wutbürger', 'Demonstrationsteilnehmer', 'Demonstrant', 'Protestler', 'Protestbürger']","['jeder beliebige', 'irgendjemand', 'jemand']","['jemand, der sich an einer öffentlichen Demonstration von Gruppengefühlen beteiligt', None]","['jemand', 'irgendjemand', 'jeder beliebige', 'jemand', 'irgendjemand', 'jeder beliebige']","['reformer', 'meliorist', 'crusader', 'social reformer', 'reformist', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'reformer', 'meliorist', 'crusader', 'social reformer', 'reformist', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,[],[],protestl,protestl,protestl,protestl,,,,,,[]
